name_uk,name_en,place,oblast,lat,lon,osm_id,osm_type
Лещенки,,village,Харківська,50.163158,36.055182,3556509,relation
Маслії,,village,Харківська,50.16868,36.051657,3556510,relation
Мищенки,,village,Харківська,50.152645,36.047435,3556514,relation
Шаповалівка,Shapovalivka,village,Харківська,50.249644,36.138923,3556522,relation
Прудянка,Prudianka,town,Харківська,50.243878,36.188544,3556523,relation
Подвірки,Podvirky,village,Харківська,49.982021,36.093131,3557534,relation
Пересічне,Peresichne,town,Харківська,50.030183,35.974823,3557537,relation
Березівське,,village,Харківська,50.005366,35.955364,3557538,relation
Смородське,,village,Харківська,49.993308,35.938187,3557539,relation
Вільшани,Vilshany,town,Харківська,50.054109,35.883267,3557547,relation
Дворічний Кут,Dvorichnyi Kut,village,Харківська,50.044345,35.932907,3557548,relation
Південне,,village,Харківська,50.056901,35.962059,3557549,relation
Горіхове,,village,Харківська,49.99927,35.856245,3557550,relation
Протопопівка,,village,Харківська,50.027085,35.837365,3557552,relation
Безруків,,village,Харківська,50.017348,35.82682,3557553,relation
Тернова,,village,Харківська,50.031077,35.808588,3557554,relation
Гуківка,,village,Харківська,50.038555,35.8407,3557555,relation
Ярошівка,Yaroshivka,village,Харківська,50.03924,35.857382,3557558,relation
Григорівка,,village,Харківська,50.072463,35.93487,3557559,relation
Семенівка,,village,Харківська,50.081543,36.067017,3557561,relation
Лужок,,village,Харківська,50.078353,36.121079,3557562,relation
Караван,,village,Харківська,50.065644,36.130309,3557564,relation
Зайченки,,village,Харківська,50.057113,36.139031,3557567,relation
Мала Данилівка,Mala Danylivka,town,Харківська,50.067812,36.158594,3557569,relation
Чайківка,,village,Харківська,50.077824,36.190973,3557571,relation
Черкаська Лозова,,village,Харківська,50.104632,36.22267,3557572,relation
Руська Лозова,,village,Харківська,50.13963,36.281108,3557574,relation
Питомник,,village,Харківська,50.17586,36.261794,3557575,relation
Нове,,village,Харківська,50.188954,36.239869,3557577,relation
Великі Проходи,,village,Харківська,50.206928,36.334203,3557578,relation
Малі Проходи,,village,Харківська,50.231209,36.3483,3557579,relation
Білаші,,village,Харківська,50.142378,36.138662,3557585,relation
Ємці,,village,Харківська,50.15467,36.118267,3557587,relation
Безруки,,village,Харківська,50.173928,36.125743,3557590,relation
Слатине,Slatyne,town,Харківська,50.213753,36.158642,3557593,relation
Солоний Яр,,village,Харківська,50.20185,36.116444,3557596,relation
Калинове,Kalynove,village,Харківська,50.257993,36.090746,3557597,relation
Дементіївка,Dementiivka,village,Харківська,50.230792,36.237593,3557598,relation
Кочубеївка,,village,Харківська,50.265456,36.239033,3557599,relation
Шопине,,village,Харківська,50.262674,36.254258,3557600,relation
Лобанівка,,village,Харківська,50.268703,36.187505,3557603,relation
Цупівка,Tsupivka,village,Харківська,50.275147,36.172034,3557605,relation
Дубівка,,village,Харківська,50.274168,36.199288,3557606,relation
Токарівка Друга,,village,Харківська,50.267932,36.208773,3557607,relation
Висока Яруга,,village,Харківська,50.273601,36.315277,3557615,relation
Алісівка,Alisivka,village,Харківська,50.268917,36.299535,3557616,relation
Токарівка,,village,Харківська,50.280672,36.235967,3557617,relation
Гранів,Hraniv,village,Харківська,50.362167,36.22509,3557622,relation
Геївка,Heivka,village,Харківська,49.504331,36.481777,3557630,relation
Нижній Бишкин,Nyzhnii Byshkyn,village,Харківська,49.529283,36.40626,3557631,relation
Черкаський Бишкин,Cherkaskyi Byshkyn,village,Харківська,49.548442,36.415561,3557633,relation
Суха Гомільша,Sukha Homilsha,village,Харківська,49.549983,36.350532,3557634,relation
Велика Гомільша,Velyka Homilsha,village,Харківська,49.555198,36.253442,3557635,relation
Западня,Zapadnia,village,Харківська,49.523598,36.215709,3557636,relation
Клименівка,,village,Харківська,49.555407,36.191368,3557637,relation
Пасіки,,village,Харківська,49.578423,36.193511,3557638,relation
Козачка,Kozachka,village,Харківська,49.597985,36.202687,3557639,relation
Таранівка,,village,Харківська,49.625501,36.153381,3557640,relation
Безпалівка,,village,Харківська,49.597091,36.167566,3557645,relation
Веселе,Vesele,village,Харківська,49.578526,36.140817,3557663,relation
Роздольне,Rozdolne,village,Харківська,49.55941,36.103197,3557664,relation
Безпалівка,Bezpalivka,village,Харківська,49.628742,36.231154,3557665,relation
Гайдари,,village,Харківська,49.62619,36.307967,3557666,relation
Дудківка,,village,Харківська,49.648969,36.201354,3557668,relation
Жаданівка,,village,Харківська,49.65585,36.257605,3557670,relation
Вилівка,,village,Харківська,49.673667,36.180107,3557673,relation
Чемужівка,,village,Харківська,49.706578,36.326356,3557674,relation
Водяхівка,,village,Харківська,49.693359,36.278881,3557675,relation
Височинівка,,village,Харківська,49.691621,36.297864,3557677,relation
Артюхівка,Artiukhivka,village,Харківська,49.712909,36.262549,3557678,relation
Миргороди,Myrhorody,village,Харківська,49.744152,36.183246,3557679,relation
Реп’яхівка,,village,Харківська,49.736119,36.210144,3557680,relation
Соколове,,village,Харківська,49.713726,36.192183,3557681,relation
Джгун,,village,Харківська,49.67427,36.095766,3557682,relation
Велетень,Veleten,village,Харківська,49.683246,36.133087,3557696,relation
Глибока Долина,,village,Харківська,49.719969,36.120415,3557698,relation
Бірочок Другий,,village,Харківська,49.706417,36.128485,3557699,relation
Залізничні Бірки,,village,Харківська,49.720465,36.038791,3557703,relation
Бірки,,village,Харківська,49.72058,36.058443,3557704,relation
Федорівка,,village,Харківська,49.732725,36.041976,3557705,relation
Гужвинське,,village,Харківська,49.735132,36.036254,3557712,relation
Кирюхи,,village,Харківська,49.73948,36.037779,3557713,relation
Сидори,,village,Харківська,49.74156,36.076332,3557716,relation
Колісники,,village,Харківська,49.745658,36.10671,3557717,relation
Кукулівка,,village,Харківська,49.762458,36.094517,3557719,relation
Кисле,,village,Харківська,49.755443,36.025501,3557720,relation
Лелюки,,village,Харківська,49.76018,36.022445,3557721,relation
Тимченки,,village,Харківська,49.758535,36.155972,3557724,relation
Гостроверхівка,Hostroverkhivka,village,Харківська,49.801939,36.1668,3557726,relation
Костянтівка,,village,Харківська,49.779713,36.254975,3557728,relation
Левківка,,village,Харківська,49.720329,36.34188,3557729,relation
Бутівка,,village,Харківська,49.710199,36.380951,3557730,relation
Вирішальний,,village,Харківська,49.717602,36.362247,3557731,relation
Звідки,,village,Харківська,49.78476,36.297538,3557732,relation
Борова,,village,Харківська,49.795976,36.305597,3557733,relation
Петрищеве,,village,Харківська,49.814258,36.302732,3557734,relation
Лазуківка,,village,Харківська,49.733547,36.436485,3557735,relation
Черемушне,,village,Харківська,49.69176,36.435549,3557737,relation
Зідьки,,town,Харківська,49.695948,36.400825,3557740,relation
Камплиця,,village,Харківська,49.665177,36.41027,3557742,relation
Задонецьке,,village,Харківська,49.643912,36.369945,3557743,relation
Омельченки,Omelchenky,village,Харківська,49.645948,36.416785,3557744,relation
Донець,Donets,village,Харківська,49.588194,36.575284,3557745,relation
Слобожанське,,town,Харківська,49.597259,36.528104,3557746,relation
Лиман,,village,Харківська,49.589325,36.470684,3557748,relation
Благодатне,,village,Харківська,49.628907,36.642497,3557749,relation
Занки,,village,Харківська,49.637265,36.484857,3557750,relation
Дачне,,village,Харківська,49.655648,36.439778,3557751,relation
Українське,,village,Харківська,49.661444,36.452256,3557752,relation
Курортне,,village,Харківська,49.676624,36.452924,3557753,relation
Геніївка,,village,Харківська,49.672705,36.499162,3557754,relation
Шелудьківка,,village,Харківська,49.67717,36.542929,3557755,relation
Скрипаї,Skrypai,village,Харківська,49.721814,36.60899,3557756,relation
Стара Гнилиця,Stara Hnylytsia,village,Харківська,49.735427,36.688395,3557781,relation
Мохнач,,village,Харківська,49.73698,36.526165,3557782,relation
Коломак,Kolomak,town,Харківська,49.843152,35.308335,3557792,relation
Гуртовівка,,village,Харківська,49.815863,35.264014,3557794,relation
Вдовичине,,village,Харківська,49.801676,35.245015,3557795,relation
Гришкове,,village,Харківська,49.788441,35.217611,3557796,relation
Різуненкове,,village,Харківська,49.794526,35.251216,3557797,relation
Прядківка,,village,Харківська,49.769758,35.258247,3557800,relation
Крамарівка,,village,Харківська,49.772001,35.228537,3557802,relation
Явтухівка,,village,Харківська,49.762659,35.218662,3557803,relation
Каленикове,,village,Харківська,49.744925,35.228187,3557808,relation
Мирошниківка,,village,Харківська,49.74835,35.273218,3557810,relation
Андрусівка,,village,Харківська,49.780419,35.321821,3557814,relation
Бондарівка,,village,Харківська,49.778325,35.332003,3557824,relation
Кисівка,,village,Харківська,49.799699,35.349574,3557828,relation
Латишівка,,village,Харківська,49.808793,35.32369,3557829,relation
Сургаївка,,village,Харківська,49.812164,35.367242,3557830,relation
Дмитрівка,,village,Харківська,49.800118,35.386142,3557831,relation
Шляхове,,village,Харківська,49.823277,35.416996,3557836,relation
Миколаївка,,village,Харківська,49.827276,35.455436,3557837,relation
Бровкове,,village,Харківська,49.855095,35.411414,3557839,relation
Новоіванівське,,village,Харківська,49.862648,35.379478,3557845,relation
Гладківка,,village,Харківська,49.888759,35.27923,3557847,relation
Панасівка,,village,Харківська,49.901754,35.273299,3557848,relation
Покровка,,village,Харківська,49.913787,35.2788,3557851,relation
Прогрес,,village,Харківська,49.934013,35.293484,3557852,relation
Трудолюбівка,Trudoliubivka,village,Харківська,49.899591,35.240015,3557855,relation
Бардаківка,Bardakivka,village,Харківська,49.888793,35.251479,3557856,relation
Настеньківка,,village,Харківська,49.949187,35.233163,3557858,relation
Степове,,village,Харківська,49.901999,35.145894,3557859,relation
Підлісне,Pidlisne,village,Харківська,49.87914,35.237614,3557860,relation
Пащенівка,,village,Харківська,49.882302,35.210432,3557861,relation
Петропавлівка,,village,Харківська,49.868836,35.165927,3557862,relation
Григорівка,,village,Харківська,49.86479,35.154779,3557863,relation
Білоусове,,village,Харківська,49.860107,35.243339,3557873,relation
Нагальне,,village,Харківська,49.839442,35.208417,3557875,relation
Краснокутськ,Krasnokutsk,town,Харківська,50.058526,35.160755,3557889,relation
Котелевка,,village,Харківська,50.037809,34.95898,3557902,relation
Капранське,,village,Харківська,49.963599,34.890169,3557904,relation
Олійники,,village,Харківська,49.887107,35.015864,3557905,relation
Одрада,,village,Харківська,49.895714,35.014663,3557912,relation
Гринів Яр,,village,Харківська,49.905951,34.988689,3557913,relation
Рандава,,village,Харківська,49.911377,34.996436,3557916,relation
Михайлівка,Mykhailivka,village,Харківська,49.875149,35.070562,3557917,relation
В’язова,,village,Харківська,49.881983,35.116351,3557918,relation
Ковалівське,,village,Харківська,49.910831,35.097293,3557919,relation
Кам’яно-Хутірське,,village,Харківська,49.93592,35.1491,3557925,relation
Благодатне,,village,Харківська,49.955996,35.169074,3557926,relation
Ковальчуківка,,village,Харківська,49.967984,35.162408,3557927,relation
Сергіївка,,village,Харківська,49.973808,35.16977,3557929,relation
Китченківка,Kytchenkivka,village,Харківська,49.962797,35.209172,3557932,relation
Бузова,Buzova,village,Харківська,49.96389,35.237758,3557933,relation
Кусторівка,,village,Харківська,49.983824,35.275242,3557935,relation
Водяне,Vodiane,village,Харківська,49.928303,35.364506,3557949,relation
Княжа Долина,,village,Харківська,49.967233,35.366641,3557957,relation
Бідило,,village,Харківська,49.985578,35.358944,3557958,relation
Шевченкове,,village,Харківська,49.998575,35.258483,3557961,relation
Бузове,,village,Харківська,50.006102,35.25128,3557965,relation
Оленівське,,village,Харківська,50.033448,35.260427,3557967,relation
Лісне,,village,Харківська,50.046175,35.274173,3557977,relation
Сорокове,,village,Харківська,50.07785,35.264769,3557995,relation
Пильнянка,,village,Харківська,50.092337,35.276158,3557997,relation
Городнє,Horodnie,village,Харківська,50.114277,35.23892,3558015,relation
Лучки,,village,Харківська,50.143776,35.161201,3558025,relation
Козіївка,Koziivka,village,Харківська,50.145743,35.212889,3558064,relation
Ходунаївка,,village,Харківська,50.230132,35.20336,3558065,relation
Прокопенкове,Prokopenkove,village,Харківська,50.230551,35.153566,3558066,relation
Гаркавець,Harkavets,village,Харківська,50.153127,35.081976,3558071,relation
Мийка,Myika,village,Харківська,50.180142,35.063743,3558077,relation
Павлівка,Pavlivka,village,Харківська,50.174671,34.998532,3558078,relation
Степанівка,Stepanivka,village,Харківська,50.096841,35.069908,3558112,relation
Ситники,,village,Харківська,50.102246,35.097948,3558114,relation
Основинці,Osnovyntsi,village,Харківська,50.079411,35.163372,3558118,relation
Чернещина,,village,Харківська,50.08453,35.196877,3558122,relation
Петрівське,,village,Харківська,50.047854,35.172112,3558128,relation
Павлюківка,,village,Харківська,50.029622,35.159389,3558130,relation
Карайкозівка,,village,Харківська,50.008137,35.138995,3558133,relation
Михайлівське,,village,Харківська,50.006325,35.106161,3558134,relation
Зубівка,,village,Харківська,49.973836,34.996116,3558140,relation
Березівка,,village,Харківська,49.945434,34.961977,3558145,relation
Рябоконеве,,village,Харківська,49.948202,34.997973,3558146,relation
Хутірське,,village,Харківська,49.956089,35.013331,3558149,relation
Благодатівка,,village,Харківська,49.678621,37.542619,3558160,relation
Василівка,,village,Харківська,49.664323,37.50411,3558166,relation
Грушівка,,village,Харківська,49.674915,37.474003,3558173,relation
Нечволодівка,,village,Харківська,49.706212,37.508138,3558183,relation
Соболівка,Sobolivka,village,Харківська,49.705254,37.562113,3558185,relation
Ковалівка,,village,Харківська,49.735298,37.497265,3558186,relation
Паламарівка,Palamarivka,village,Харківська,49.755916,37.513008,3558191,relation
Смородьківка,,village,Харківська,49.770455,37.494229,3558192,relation
Самборівка,,village,Харківська,49.784843,37.458804,3558194,relation
Вишнівка,,village,Харківська,49.807883,37.345883,3558195,relation
Єгорівка,,village,Харківська,49.80057,37.39077,3558197,relation
Гусинка,,village,Харківська,49.825215,37.431463,3558203,relation
Селище,,village,Харківська,49.851257,37.483207,3558204,relation
Василівка,,village,Харківська,49.840816,37.508684,3558213,relation
Моначинівка,,village,Харківська,49.819142,37.521392,3558215,relation
Миколаївка Друга,,village,Харківська,49.872386,37.458245,3558216,relation
Миколаївка Перша,,village,Харківська,49.87813,37.433348,3558218,relation
Вовчий Яр,,village,Харківська,49.906243,37.409511,3558219,relation
Прилютове,,village,Харківська,49.911005,37.444879,3558221,relation
Просянка,,village,Харківська,49.89297,37.370098,3558222,relation
Цибівка,,village,Харківська,49.870272,37.396785,3558225,relation
Велика Шапківка,,village,Харківська,49.775333,37.522561,3558227,relation
Мала Шапківка,,village,Харківська,49.785324,37.559248,3558228,relation
Тищенківка,,village,Харківська,49.766774,37.552314,3558236,relation
Голубівка,,village,Харківська,49.748723,37.632047,3558237,relation
Мирове,Myrove,village,Харківська,49.728518,37.564672,3558238,relation
Подоли,,village,Харківська,49.688474,37.675492,3558250,relation
Кучерівка,,village,Харківська,49.717603,37.664664,3558252,relation
Петропавлівка,,village,Харківська,49.719442,37.715827,3558258,relation
Степова Новоселівка,,village,Харківська,49.658188,37.862849,3558263,relation
Іванівка,,village,Харківська,49.662271,37.892581,3558267,relation
Кислівка,,village,Харківська,49.640346,37.900491,3558269,relation
Котлярівка,,village,Харківська,49.629546,37.903238,3558270,relation
Ягідне,,village,Харківська,49.659827,37.932877,3558272,relation
Затишне,,village,Харківська,49.664048,37.94002,3558273,relation
Нова Тарасівка,,village,Харківська,49.661035,37.983608,3558275,relation
Орлянка,Orlianka,village,Харківська,49.686543,37.928593,3558283,relation
Миколаївка,,village,Харківська,49.707728,37.958146,3558292,relation
Піщане,,village,Харківська,49.654329,37.782153,3558294,relation
Курилівка,,village,Харківська,49.6613,37.70243,3558297,relation
Ківшарівка,,town,Харківська,49.630091,37.674631,3558299,relation
Новоосинове,,village,Харківська,49.625128,37.709016,3558302,relation
Глушківка,,village,Харківська,49.584571,37.697331,3558304,relation
Колісниківка,,village,Харківська,49.562467,37.718643,3558305,relation
Берестове,,village,Харківська,49.540336,37.894127,3558309,relation
Піщане,,village,Харківська,49.566762,37.831612,3558312,relation
Крохмальне,,village,Харківська,49.572754,37.915108,3558313,relation
Табаївка,,village,Харківська,49.599515,37.877132,3558328,relation
Біле,,village,Харківська,49.485679,37.55679,3558330,relation
Лісна Стінка,,village,Харківська,49.480416,37.632167,3558331,relation
Хомине,,village,Харківська,49.458427,37.626929,3558332,relation
Воронцівка,,village,Харківська,49.526637,37.52274,3558333,relation
Синиха,,village,Харківська,49.52345,37.5727,3558340,relation
Сенькове,,village,Харківська,49.525965,37.664444,3558341,relation
Сеньок,,village,Харківська,49.586312,37.519255,3558345,relation
Болдирівка,,village,Харківська,49.633784,37.578676,3558346,relation
Прокопівка,,village,Харківська,49.645171,37.568587,3558349,relation
Тамарганівка,,village,Харківська,49.653693,37.550719,3558351,relation
Стінка,,village,Харківська,49.658154,37.561886,3558355,relation
Осадьківка,,village,Харківська,49.659389,37.530258,3558356,relation
Борщова,,village,Харківська,50.000384,37.125245,3558362,relation
Ганнівка,,village,Харківська,50.028355,37.112622,3558363,relation
Москалівка,,village,Харківська,50.055473,37.123505,3558378,relation
Кирилівка,Kyrylivka,village,Харківська,50.076131,37.136344,3558386,relation
Осиковий Гай,,village,Харківська,49.777029,36.774074,3558399,relation
Караченців,,village,Харківська,49.379935,36.136058,3559633,relation
Красне,,village,Харківська,49.402129,36.141351,3559643,relation
Червоне,Chervone,village,Харківська,49.413175,36.131291,3559647,relation
Задорожнє,,village,Харківська,49.41551,36.147144,3559648,relation
Калинівка,,village,Харківська,49.412435,36.173043,3559655,relation
Високе,,village,Харківська,49.409968,36.200429,3559656,relation
Мар’ївка,Marivka,village,Харківська,49.397263,36.069464,3559659,relation
Дмитрівка,,village,Харківська,49.369667,36.049066,3559660,relation
Нова Семенівка,Nova Semenivka,village,Харківська,49.418874,36.07385,3559661,relation
Нове,Nove,village,Харківська,49.441444,36.137998,3559662,relation
Семенівка,,village,Харківська,49.443429,36.039472,3559665,relation
Єфремівка,Yefremivka,village,Харківська,49.449123,36.053966,3559667,relation
Верхня Орілька,Verkhnia Orilka,village,Харківська,49.295118,36.056418,3559670,relation
Миронівка,Myronivka,village,Харківська,49.269353,36.131861,3559671,relation
Кіптівка,,village,Харківська,49.244487,36.174671,3559672,relation
Тимченки,,village,Харківська,49.222328,36.144404,3559673,relation
Новоєгорівка,,village,Харківська,49.20474,36.178705,3559674,relation
Шульське,,village,Харківська,49.167415,36.314042,3559676,relation
Закутнівка,Zakutnivka,village,Харківська,49.218839,36.243572,3559677,relation
Веселе,,village,Харківська,49.251756,36.295182,3559678,relation
Біляївка,Biliaivka,village,Харківська,49.265346,36.308435,3559682,relation
Петрівка,Petrivka,village,Харківська,49.264078,36.332658,3559683,relation
Радомислівка,,village,Харківська,49.289266,36.279197,3559684,relation
Рідне,,village,Харківська,49.297963,36.295093,3559685,relation
Ржавчик,Rzhavchyk,village,Харківська,49.30115,36.2038,3559758,relation
Кашпурівка,,village,Харківська,49.329453,36.179184,3559759,relation
Паризьке,,village,Харківська,49.326535,36.269041,3559760,relation
Олексіївка,Oleksiivka,village,Харківська,49.391307,36.286672,3559761,relation
Зеленівка,,village,Харківська,49.345018,36.317984,3559763,relation
Булацелівка,,village,Харківська,49.33268,36.336933,3559764,relation
Максимівка,,village,Харківська,49.313524,36.377671,3559769,relation
Шевченкове,,village,Харківська,49.318006,36.386301,3559770,relation
Суданка,,village,Харківська,49.285145,36.338037,3559772,relation
Краснопавлівське,,village,Харківська,49.214187,36.293514,3559773,relation
Роздолля,,village,Харківська,49.195903,36.328678,3559775,relation
Рокитне,,village,Харківська,49.266417,36.483155,3559777,relation
Миколаївка,,village,Харківська,49.273144,36.495954,3559789,relation
Красиве,,village,Харківська,49.278821,36.473146,3559793,relation
Степове,,village,Харківська,49.236964,36.54887,3559795,relation
Картамиш,,village,Харківська,49.276957,36.541611,3559798,relation
Крутоярка,,village,Харківська,49.289773,36.583863,3559801,relation
Одрадове,,village,Харківська,49.303057,36.43806,3559804,relation
Михайлівка,Mykhailivka,village,Харківська,49.325415,36.47127,3559805,relation
Сумці,,village,Харківська,49.371198,36.47982,3559806,relation
Берестки,,village,Харківська,49.351834,36.481437,3559807,relation
Перерізнівка,,village,Харківська,49.394616,36.394185,3559835,relation
Кам’янка,,village,Харківська,49.402841,36.410505,3559836,relation
Киселі,,village,Харківська,49.428157,36.431245,3559843,relation
Верхній Бишкин,,village,Харківська,49.48483,36.340334,3559847,relation
Троїцьке,,village,Харківська,49.483234,36.106607,3559848,relation
Новоберецьке,,village,Харківська,49.52966,36.172381,3559852,relation
Хорошеве,,town,Харківська,49.851015,36.224747,3559876,relation
Високий,,town,Харківська,49.889634,36.119713,3559877,relation
Березівка,,town,Харківська,49.905582,36.06236,3559878,relation
Нова Березівка,,village,Харківська,49.891432,36.101902,3559879,relation
Південне,Pivdenne,town,Харківська,49.873922,36.074006,3559880,relation
Рай-Оленівка,Rai-Olenivka,village,Харківська,49.939091,36.070766,3559883,relation
Солоницівка,Solonytsivka,town,Харківська,49.992665,36.036943,3559885,relation
Сіряки,Siriaky,village,Харківська,49.997246,36.106343,3559886,relation
Мерефа,Merefa,town,Харківська,49.81194,36.050849,3559895,relation
Утківка,Utkivka,town,Харківська,49.795443,36.021968,3559898,relation
Верхня Озеряна,Verkhnia Ozeriana,village,Харківська,49.833193,36.001311,3559905,relation
Бідряги,,village,Харківська,49.875641,35.983921,3559906,relation
Бистре,,village,Харківська,49.874126,35.946659,3559911,relation
Нестеренки,,village,Харківська,49.97135,35.877842,3559918,relation
Барчани,,village,Харківська,49.947221,35.853401,3559919,relation
Травневе,,village,Харківська,49.953011,35.818626,3559921,relation
Мищенки,Myshchenky,village,Харківська,49.988026,35.858399,3559927,relation
Гурине,,village,Харківська,49.994254,35.814798,3559929,relation
Ударне,Udarne,village,Харківська,49.996144,35.83603,3559933,relation
Пісочин,,town,Харківська,49.949855,36.105848,3559942,relation
Надточії,Nadtochii,village,Харківська,49.969504,36.077975,3559947,relation
Олешки,,village,Харківська,49.934205,36.084982,3559958,relation
Котлярі,Kotliari,village,Харківська,49.910617,36.294696,3559964,relation
Мовчани,Movchany,village,Харківська,49.919782,36.299192,3559966,relation
Борове,,village,Харківська,49.902119,36.352948,3559979,relation
Хроли,,village,Харківська,49.903029,36.367519,3559980,relation
Пономаренки,,village,Харківська,49.907994,36.352636,3559981,relation
Лелюки,,village,Харківська,49.908969,36.372767,3559988,relation
Подольох,,village,Харківська,49.831437,36.359326,3559990,relation
Лизогубівка,,village,Харківська,49.816619,36.390485,3559991,relation
Хмарівка,,village,Харківська,49.802645,36.413762,3559992,relation
Шубіне,,village,Харківська,49.801666,36.38051,3559994,relation
Кирсанове,,village,Харківська,49.805027,36.393054,3559995,relation
Світанок,,village,Харківська,49.875281,36.46468,3559997,relation
Рогань,Rohan,town,Харківська,49.90595,36.48399,3559999,relation
Мала Рогань,,village,Харківська,49.940292,36.485901,3560001,relation
Бісквітне,,village,Харківська,49.941498,36.503859,3560002,relation
Коропи,Koropy,village,Харківська,49.958906,36.50332,3560003,relation
Степанки,Stepanky,village,Харківська,49.974092,36.512331,3560007,relation
Вільхівка,Vilkhivka,village,Харківська,49.981409,36.50908,3560008,relation
Верхня Роганка,Verkhnia Rohanka,village,Харківська,50.024155,36.554246,3560009,relation
Сороківка,,village,Харківська,50.002984,36.56067,3560010,relation
Бутенкове,Butenkove,village,Харківська,50.072323,36.463322,3560013,relation
Кутузівка,,village,Харківська,50.043831,36.470311,3560014,relation
Черняки,,village,Харківська,50.085425,36.453521,3560016,relation
Бобрівка,Bobrivka,village,Харківська,50.048779,36.398809,3560017,relation
Байрак,Bairak,village,Харківська,50.045634,36.427082,3560018,relation
Момотове,Momotove,village,Харківська,50.054965,36.461521,3560019,relation
Циркуни,Tsyrkuny,village,Харківська,50.084447,36.368096,3560021,relation
Українське,,village,Харківська,50.080601,36.500522,3560022,relation
Олександрівка,,village,Харківська,50.063413,36.500293,3560024,relation
Черкаські Тишки,Cherkaski Tyshky,village,Харківська,50.115811,36.399945,3560026,relation
Руські Тишки,Ruski Tyshky,village,Харківська,50.137075,36.412551,3560027,relation
Петрівка,Petrivka,village,Харківська,50.110418,36.531134,3560028,relation
Мале Веселе,,village,Харківська,50.147238,36.541177,3560031,relation
Веселе,,village,Харківська,50.172135,36.534521,3560032,relation
Борщова,Borshchova,village,Харківська,50.159841,36.422819,3560033,relation
Слобожанське,Slobozhanske,village,Харківська,50.182279,36.41983,3560034,relation
Липці,Lyptsi,village,Харківська,50.208319,36.422435,3560035,relation
Глибоке,Hlyboke,village,Харківська,50.256082,36.427477,3560037,relation
Лук’янці,Lukiantsi,village,Харківська,50.247501,36.506438,3560039,relation
Зелене,,village,Харківська,50.21764,36.582865,3560043,relation
Тернова,,village,Харківська,50.18975,36.673876,3560049,relation
Олійникове,,village,Харківська,50.268009,36.484338,3560050,relation
Мороховець,,village,Харківська,50.272237,36.470248,3560051,relation
Красне,Krasne,village,Харківська,50.283353,36.456753,3560052,relation
Борисівка,,village,Харківська,50.277665,36.559049,3560053,relation
Стрілеча,Strilecha,village,Харківська,50.301778,36.399267,3560055,relation
Лісне,,village,Харківська,50.113146,36.273781,3560059,relation
Шовкопляси,,village,Харківська,50.158536,36.102325,3560062,relation
Балаклія,Balakliya,town,Харківська,49.457289,36.85235,3560063,relation
Вербівка,,village,Харківська,49.489436,36.824561,3560065,relation
Мілова,Milova,village,Харківська,49.449528,36.705001,3560066,relation
Криничне,Krynychne,village,Харківська,49.447025,36.752373,3560067,relation
Янохіне,Yanokhine,village,Харківська,49.411869,36.7518,3560068,relation
Сіверське,Siverske,village,Харківська,49.464057,36.652983,3560070,relation
Копанка,Kopanka,village,Харківська,49.48294,36.597591,3560071,relation
Червона Гірка,Chervona Hirka,village,Харківська,49.467122,36.622579,3560072,relation
Шебелинка,Shebelynka,village,Харківська,49.454924,36.516974,3560073,relation
Дальня Шебелинка,Dalnia Shebelynka,village,Харківська,49.477072,36.551826,3560074,relation
Прогрес,Prohres,village,Харківська,49.490711,36.545042,3560075,relation
Вовчий Яр,,village,Харківська,49.607654,36.80438,3560078,relation
Калинівка,,village,Харківська,49.578878,36.90129,3560088,relation
Студенок,,village,Харківська,49.624731,36.878604,3560089,relation
Таранушине,,village,Харківська,49.565945,36.929109,3560090,relation
Бригадирівка,,village,Харківська,49.550766,37.080684,3560095,relation
Чепіль,Chepil,village,Харківська,49.320073,36.917988,3560098,relation
Волобуївка,,village,Харківська,49.332342,36.868981,3560099,relation
Гусарівка,,village,Харківська,49.355436,36.81515,3560100,relation
Шевелівка,,village,Харківська,49.345982,36.746709,3560101,relation
Волвенкове,Volvenkove,village,Харківська,49.254009,36.80046,3560104,relation
Берестянки,,village,Харківська,49.233698,36.863729,3560107,relation
Протопопівка,Protopopivka,village,Харківська,49.242683,36.915404,3560108,relation
Нова Серпухівка,,village,Харківська,49.275088,36.712972,3560113,relation
Вільне,,village,Харківська,49.257538,36.706172,3560114,relation
Іванівка,,village,Харківська,49.207924,36.704798,3560142,relation
Червона Балка,,village,Харківська,49.217878,36.670995,3560149,relation
Лозовенька,,village,Харківська,49.268521,36.642824,3560150,relation
Попівка,,village,Харківська,49.338177,36.682605,3560154,relation
Новомиколаївка,,village,Харківська,49.391193,36.543203,3560156,relation
Успенське,,village,Харківська,49.351634,36.624733,3560158,relation
Новотроїцьке,Novotroitske,village,Харківська,49.403382,36.471131,3560160,relation
П’ятигірське,Piatyhirske,village,Харківська,49.447712,36.61199,3560162,relation
Глазунівка,,village,Харківська,49.408863,36.624223,3560163,relation
Соколівка,,village,Харківська,49.385318,36.649799,3560167,relation
Петрівське,,village,Харківська,49.170948,36.891456,3560174,relation
Мар’ївка,,village,Харківська,49.122324,36.748118,3560175,relation
Українка,Ukrainka,village,Харківська,49.120576,36.687145,3560176,relation
Степок,Stepok,village,Харківська,49.095537,36.845759,3560177,relation
Нова Миколаївка,Nova Mykolaivka,village,Харківська,49.078651,36.75939,3560179,relation
